,Key,Profitability_data
8220,"dfs_hour_(30, 10)_MARSI-C_SBIN",50.0
8221,"dfs_hour_(30, 10)_MARSI-UC1_SBIN",36.36
8222,"dfs_hour_(30, 10)_MARSI-UC2_SBIN",26.67
8223,"dfs_hour_(30, 10)_RSI_SBIN",35.48
8224,"dfs_38minute_(1, 0.33)_BB_SBIN",29.7
8225,"dfs_38minute_(1, 0.33)_BBRSI_SBIN",30.0
8226,"dfs_38minute_(1, 0.33)_BBRSI-UC_SBIN",30.19
8227,"dfs_38minute_(1, 0.33)_MA_SBIN",33.33
8228,"dfs_38minute_(1, 0.33)_MARSI-C_SBIN",35.0
8229,"dfs_38minute_(1, 0.33)_MARSI-UC1_SBIN",31.58
8230,"dfs_38minute_(1, 0.33)_MARSI-UC2_SBIN",36.36
8231,"dfs_38minute_(1, 0.33)_RSI_SBIN",34.66
8232,"dfs_38minute_(15, 5)_BB_SBIN",28.77
8233,"dfs_38minute_(15, 5)_BBRSI_SBIN",30.88
8234,"dfs_38minute_(15, 5)_BBRSI-UC_SBIN",28.95
8235,"dfs_38minute_(15, 5)_MA_SBIN",31.58
8236,"dfs_38minute_(15, 5)_MARSI-C_SBIN",26.67
8237,"dfs_38minute_(15, 5)_MARSI-UC1_SBIN",7.14
8238,"dfs_38minute_(15, 5)_MARSI-UC2_SBIN",27.78
8239,"dfs_38minute_(15, 5)_RSI_SBIN",31.17
8240,"dfs_38minute_(3, 1)_BB_SBIN",25.74
8241,"dfs_38minute_(3, 1)_BBRSI_SBIN",23.71
8242,"dfs_38minute_(3, 1)_BBRSI-UC_SBIN",25.27
8243,"dfs_38minute_(3, 1)_MA_SBIN",30.73
8244,"dfs_38minute_(3, 1)_MARSI-C_SBIN",44.44
8245,"dfs_38minute_(3, 1)_MARSI-UC1_SBIN",31.25
8246,"dfs_38minute_(3, 1)_MARSI-UC2_SBIN",42.86
8247,"dfs_38minute_(3, 1)_RSI_SBIN",27.03
8248,"dfs_38minute_(30, 10)_BB_SBIN",33.33
8249,"dfs_38minute_(30, 10)_BBRSI_SBIN",40.0
8250,"dfs_38minute_(30, 10)_BBRSI-UC_SBIN",33.33
8251,"dfs_38minute_(30, 10)_MA_SBIN",37.5
8252,"dfs_38minute_(30, 10)_MARSI-C_SBIN",37.5
8253,"dfs_38minute_(30, 10)_MARSI-UC1_SBIN",37.5
8254,"dfs_38minute_(30, 10)_MARSI-UC2_SBIN",28.57
8255,"dfs_38minute_(30, 10)_RSI_SBIN",36.36
8256,"dfs_day_(1, 0.33)_BB_SHREECEM",41.51
8257,"dfs_day_(1, 0.33)_BBRSI_SHREECEM",34.29
8258,"dfs_day_(1, 0.33)_BBRSI-UC_SHREECEM",42.31
8259,"dfs_day_(1, 0.33)_MA_SHREECEM",56.52
8260,"dfs_day_(1, 0.33)_MARSI-C_SHREECEM",100.0
8261,"dfs_day_(1, 0.33)_MARSI-UC1_SHREECEM",0.0
8262,"dfs_day_(1, 0.33)_MARSI-UC2_SHREECEM",0.0
8263,"dfs_day_(1, 0.33)_RSI_SHREECEM",48.15
8264,"dfs_day_(15, 5)_BB_SHREECEM",18.52
8265,"dfs_day_(15, 5)_BBRSI_SHREECEM",22.73
8266,"dfs_day_(15, 5)_BBRSI-UC_SHREECEM",16.0
8267,"dfs_day_(15, 5)_MA_SHREECEM",38.89
8268,"dfs_day_(15, 5)_MARSI-C_SHREECEM",100.0
8269,"dfs_day_(15, 5)_MARSI-UC1_SHREECEM",0.0
8270,"dfs_day_(15, 5)_MARSI-UC2_SHREECEM",0.0
8271,"dfs_day_(15, 5)_RSI_SHREECEM",31.43
8272,"dfs_day_(3, 1)_BB_SHREECEM",31.91
8273,"dfs_day_(3, 1)_BBRSI_SHREECEM",33.33
8274,"dfs_day_(3, 1)_BBRSI-UC_SHREECEM",32.61
8275,"dfs_day_(3, 1)_MA_SHREECEM",34.78
8276,"dfs_day_(3, 1)_MARSI-C_SHREECEM",100.0
8277,"dfs_day_(3, 1)_MARSI-UC1_SHREECEM",0.0
8278,"dfs_day_(3, 1)_MARSI-UC2_SHREECEM",0.0
8279,"dfs_day_(3, 1)_RSI_SHREECEM",44.87
8280,"dfs_day_(30, 10)_BB_SHREECEM",26.67
8281,"dfs_day_(30, 10)_BBRSI_SHREECEM",28.57
8282,"dfs_day_(30, 10)_BBRSI-UC_SHREECEM",26.67
8283,"dfs_day_(30, 10)_MA_SHREECEM",30.0
8284,"dfs_day_(30, 10)_MARSI-C_SHREECEM",0.0
8285,"dfs_day_(30, 10)_MARSI-UC1_SHREECEM",0.0
8286,"dfs_day_(30, 10)_MARSI-UC2_SHREECEM",0.0
8287,"dfs_day_(30, 10)_RSI_SHREECEM",38.89
8288,"dfs_hour_(1, 0.33)_BB_SHREECEM",38.69
8289,"dfs_hour_(1, 0.33)_BBRSI_SHREECEM",38.81
8290,"dfs_hour_(1, 0.33)_BBRSI-UC_SHREECEM",38.7
8291,"dfs_hour_(1, 0.33)_MA_SHREECEM",33.33
8292,"dfs_hour_(1, 0.33)_MARSI-C_SHREECEM",7.69
8293,"dfs_hour_(1, 0.33)_MARSI-UC1_SHREECEM",33.33
8294,"dfs_hour_(1, 0.33)_MARSI-UC2_SHREECEM",28.89
8295,"dfs_hour_(1, 0.33)_RSI_SHREECEM",34.11
8296,"dfs_hour_(15, 5)_BB_SHREECEM",37.5
8297,"dfs_hour_(15, 5)_BBRSI_SHREECEM",32.84
8298,"dfs_hour_(15, 5)_BBRSI-UC_SHREECEM",37.5
8299,"dfs_hour_(15, 5)_MA_SHREECEM",33.33
8300,"dfs_hour_(15, 5)_MARSI-C_SHREECEM",16.67
8301,"dfs_hour_(15, 5)_MARSI-UC1_SHREECEM",12.5
8302,"dfs_hour_(15, 5)_MARSI-UC2_SHREECEM",30.0
8303,"dfs_hour_(15, 5)_RSI_SHREECEM",30.38
8304,"dfs_hour_(3, 1)_BB_SHREECEM",33.66
8305,"dfs_hour_(3, 1)_BBRSI_SHREECEM",35.47
8306,"dfs_hour_(3, 1)_BBRSI-UC_SHREECEM",32.31
8307,"dfs_hour_(3, 1)_MA_SHREECEM",37.33
8308,"dfs_hour_(3, 1)_MARSI-C_SHREECEM",23.08
8309,"dfs_hour_(3, 1)_MARSI-UC1_SHREECEM",11.11
8310,"dfs_hour_(3, 1)_MARSI-UC2_SHREECEM",27.5
8311,"dfs_hour_(3, 1)_RSI_SHREECEM",28.57
8312,"dfs_hour_(30, 10)_BB_SHREECEM",39.13
8313,"dfs_hour_(30, 10)_BBRSI_SHREECEM",39.13
8314,"dfs_hour_(30, 10)_BBRSI-UC_SHREECEM",36.0
8315,"dfs_hour_(30, 10)_MA_SHREECEM",34.78
8316,"dfs_hour_(30, 10)_MARSI-C_SHREECEM",10.0
8317,"dfs_hour_(30, 10)_MARSI-UC1_SHREECEM",0.0
8318,"dfs_hour_(30, 10)_MARSI-UC2_SHREECEM",33.33
8319,"dfs_hour_(30, 10)_RSI_SHREECEM",36.84
8320,"dfs_38minute_(1, 0.33)_BB_SHREECEM",38.16
8321,"dfs_38minute_(1, 0.33)_BBRSI_SHREECEM",40.25
8322,"dfs_38minute_(1, 0.33)_BBRSI-UC_SHREECEM",37.99
8323,"dfs_38minute_(1, 0.33)_MA_SHREECEM",34.58
8324,"dfs_38minute_(1, 0.33)_MARSI-C_SHREECEM",39.13
8325,"dfs_38minute_(1, 0.33)_MARSI-UC1_SHREECEM",35.71
8326,"dfs_38minute_(1, 0.33)_MARSI-UC2_SHREECEM",36.36
8327,"dfs_38minute_(1, 0.33)_RSI_SHREECEM",34.15
8328,"dfs_38minute_(15, 5)_BB_SHREECEM",36.36
8329,"dfs_38minute_(15, 5)_BBRSI_SHREECEM",36.71
8330,"dfs_38minute_(15, 5)_BBRSI-UC_SHREECEM",36.36
8331,"dfs_38minute_(15, 5)_MA_SHREECEM",37.1
8332,"dfs_38minute_(15, 5)_MARSI-C_SHREECEM",35.29
8333,"dfs_38minute_(15, 5)_MARSI-UC1_SHREECEM",27.27
8334,"dfs_38minute_(15, 5)_MARSI-UC2_SHREECEM",25.71
8335,"dfs_38minute_(15, 5)_RSI_SHREECEM",32.14
8336,"dfs_38minute_(3, 1)_BB_SHREECEM",30.89
8337,"dfs_38minute_(3, 1)_BBRSI_SHREECEM",30.7
8338,"dfs_38minute_(3, 1)_BBRSI-UC_SHREECEM",30.41
8339,"dfs_38minute_(3, 1)_MA_SHREECEM",37.17
8340,"dfs_38minute_(3, 1)_MARSI-C_SHREECEM",39.13
8341,"dfs_38minute_(3, 1)_MARSI-UC1_SHREECEM",26.92
8342,"dfs_38minute_(3, 1)_MARSI-UC2_SHREECEM",35.19
8343,"dfs_38minute_(3, 1)_RSI_SHREECEM",28.97
8344,"dfs_38minute_(30, 10)_BB_SHREECEM",37.5
8345,"dfs_38minute_(30, 10)_BBRSI_SHREECEM",39.13
8346,"dfs_38minute_(30, 10)_BBRSI-UC_SHREECEM",37.5
8347,"dfs_38minute_(30, 10)_MA_SHREECEM",35.0
8348,"dfs_38minute_(30, 10)_MARSI-C_SHREECEM",35.71
8349,"dfs_38minute_(30, 10)_MARSI-UC1_SHREECEM",30.77
8350,"dfs_38minute_(30, 10)_MARSI-UC2_SHREECEM",33.33
8351,"dfs_38minute_(30, 10)_RSI_SHREECEM",34.78
8352,"dfs_day_(1, 0.33)_BB_SIEMENS",56.45
8353,"dfs_day_(1, 0.33)_BBRSI_SIEMENS",63.16
8354,"dfs_day_(1, 0.33)_BBRSI-UC_SIEMENS",60.66
8355,"dfs_day_(1, 0.33)_MA_SIEMENS",38.89
8356,"dfs_day_(1, 0.33)_MARSI-C_SIEMENS",0.0
8357,"dfs_day_(1, 0.33)_MARSI-UC1_SIEMENS",50.0
8358,"dfs_day_(1, 0.33)_MARSI-UC2_SIEMENS",60.0
8359,"dfs_day_(1, 0.33)_RSI_SIEMENS",44.32
8360,"dfs_day_(15, 5)_BB_SIEMENS",40.0
8361,"dfs_day_(15, 5)_BBRSI_SIEMENS",44.44
8362,"dfs_day_(15, 5)_BBRSI-UC_SIEMENS",37.5
8363,"dfs_day_(15, 5)_MA_SIEMENS",46.67
8364,"dfs_day_(15, 5)_MARSI-C_SIEMENS",0.0
8365,"dfs_day_(15, 5)_MARSI-UC1_SIEMENS",50.0
8366,"dfs_day_(15, 5)_MARSI-UC2_SIEMENS",100.0
8367,"dfs_day_(15, 5)_RSI_SIEMENS",34.38
8368,"dfs_day_(3, 1)_BB_SIEMENS",48.21
8369,"dfs_day_(3, 1)_BBRSI_SIEMENS",43.75
8370,"dfs_day_(3, 1)_BBRSI-UC_SIEMENS",50.94
8371,"dfs_day_(3, 1)_MA_SIEMENS",35.29
8372,"dfs_day_(3, 1)_MARSI-C_SIEMENS",0.0
8373,"dfs_day_(3, 1)_MARSI-UC1_SIEMENS",50.0
8374,"dfs_day_(3, 1)_MARSI-UC2_SIEMENS",25.0
8375,"dfs_day_(3, 1)_RSI_SIEMENS",41.43
8376,"dfs_day_(30, 10)_BB_SIEMENS",37.5
8377,"dfs_day_(30, 10)_BBRSI_SIEMENS",41.67
8378,"dfs_day_(30, 10)_BBRSI-UC_SIEMENS",37.5
8379,"dfs_day_(30, 10)_MA_SIEMENS",55.56
8380,"dfs_day_(30, 10)_MARSI-C_SIEMENS",0.0
8381,"dfs_day_(30, 10)_MARSI-UC1_SIEMENS",0.0
8382,"dfs_day_(30, 10)_MARSI-UC2_SIEMENS",100.0
8383,"dfs_day_(30, 10)_RSI_SIEMENS",41.18
8384,"dfs_hour_(1, 0.33)_BB_SIEMENS",41.19
8385,"dfs_hour_(1, 0.33)_BBRSI_SIEMENS",42.28
8386,"dfs_hour_(1, 0.33)_BBRSI-UC_SIEMENS",41.41
8387,"dfs_hour_(1, 0.33)_MA_SIEMENS",33.74
8388,"dfs_hour_(1, 0.33)_MARSI-C_SIEMENS",25.0
8389,"dfs_hour_(1, 0.33)_MARSI-UC1_SIEMENS",33.33
8390,"dfs_hour_(1, 0.33)_MARSI-UC2_SIEMENS",32.14
8391,"dfs_hour_(1, 0.33)_RSI_SIEMENS",39.05
8392,"dfs_hour_(15, 5)_BB_SIEMENS",31.15
8393,"dfs_hour_(15, 5)_BBRSI_SIEMENS",33.93
8394,"dfs_hour_(15, 5)_BBRSI-UC_SIEMENS",31.15
8395,"dfs_hour_(15, 5)_MA_SIEMENS",33.33
8396,"dfs_hour_(15, 5)_MARSI-C_SIEMENS",14.29
8397,"dfs_hour_(15, 5)_MARSI-UC1_SIEMENS",60.0
8398,"dfs_hour_(15, 5)_MARSI-UC2_SIEMENS",31.58
8399,"dfs_hour_(15, 5)_RSI_SIEMENS",33.87
8400,"dfs_hour_(3, 1)_BB_SIEMENS",33.33
8401,"dfs_hour_(3, 1)_BBRSI_SIEMENS",34.5
8402,"dfs_hour_(3, 1)_BBRSI-UC_SIEMENS",31.95
8403,"dfs_hour_(3, 1)_MA_SIEMENS",31.41
8404,"dfs_hour_(3, 1)_MARSI-C_SIEMENS",12.5
8405,"dfs_hour_(3, 1)_MARSI-UC1_SIEMENS",50.0
8406,"dfs_hour_(3, 1)_MARSI-UC2_SIEMENS",28.0
8407,"dfs_hour_(3, 1)_RSI_SIEMENS",33.42
8408,"dfs_hour_(30, 10)_BB_SIEMENS",38.1
8409,"dfs_hour_(30, 10)_BBRSI_SIEMENS",41.18
8410,"dfs_hour_(30, 10)_BBRSI-UC_SIEMENS",38.1
8411,"dfs_hour_(30, 10)_MA_SIEMENS",36.84
8412,"dfs_hour_(30, 10)_MARSI-C_SIEMENS",40.0
8413,"dfs_hour_(30, 10)_MARSI-UC1_SIEMENS",50.0
8414,"dfs_hour_(30, 10)_MARSI-UC2_SIEMENS",33.33
8415,"dfs_hour_(30, 10)_RSI_SIEMENS",38.89
8416,"dfs_38minute_(1, 0.33)_BB_SIEMENS",37.01
8417,"dfs_38minute_(1, 0.33)_BBRSI_SIEMENS",40.53
8418,"dfs_38minute_(1, 0.33)_BBRSI-UC_SIEMENS",37.53
8419,"dfs_38minute_(1, 0.33)_MA_SIEMENS",33.33
8420,"dfs_38minute_(1, 0.33)_MARSI-C_SIEMENS",33.33
8421,"dfs_38minute_(1, 0.33)_MARSI-UC1_SIEMENS",33.33
8422,"dfs_38minute_(1, 0.33)_MARSI-UC2_SIEMENS",36.0
8423,"dfs_38minute_(1, 0.33)_RSI_SIEMENS",35.6
8424,"dfs_38minute_(15, 5)_BB_SIEMENS",29.58
8425,"dfs_38minute_(15, 5)_BBRSI_SIEMENS",32.79
8426,"dfs_38minute_(15, 5)_BBRSI-UC_SIEMENS",29.58
8427,"dfs_38minute_(15, 5)_MA_SIEMENS",27.12
8428,"dfs_38minute_(15, 5)_MARSI-C_SIEMENS",37.5
8429,"dfs_38minute_(15, 5)_MARSI-UC1_SIEMENS",40.0
8430,"dfs_38minute_(15, 5)_MARSI-UC2_SIEMENS",31.25
8431,"dfs_38minute_(15, 5)_RSI_SIEMENS",30.99
8432,"dfs_38minute_(3, 1)_BB_SIEMENS",31.32
8433,"dfs_38minute_(3, 1)_BBRSI_SIEMENS",37.4
8434,"dfs_38minute_(3, 1)_BBRSI-UC_SIEMENS",32.35
8435,"dfs_38minute_(3, 1)_MA_SIEMENS",34.85
8436,"dfs_38minute_(3, 1)_MARSI-C_SIEMENS",22.22
8437,"dfs_38minute_(3, 1)_MARSI-UC1_SIEMENS",18.18
8438,"dfs_38minute_(3, 1)_MARSI-UC2_SIEMENS",29.79
8439,"dfs_38minute_(3, 1)_RSI_SIEMENS",32.67
8440,"dfs_38minute_(30, 10)_BB_SIEMENS",36.36
8441,"dfs_38minute_(30, 10)_BBRSI_SIEMENS",38.1
8442,"dfs_38minute_(30, 10)_BBRSI-UC_SIEMENS",36.36
8443,"dfs_38minute_(30, 10)_MA_SIEMENS",33.33
8444,"dfs_38minute_(30, 10)_MARSI-C_SIEMENS",54.55
8445,"dfs_38minute_(30, 10)_MARSI-UC1_SIEMENS",50.0
8446,"dfs_38minute_(30, 10)_MARSI-UC2_SIEMENS",41.18
8447,"dfs_38minute_(30, 10)_RSI_SIEMENS",36.36
8448,"dfs_day_(1, 0.33)_BB_SUNPHARMA",45.45
8449,"dfs_day_(1, 0.33)_BBRSI_SUNPHARMA",47.06
8450,"dfs_day_(1, 0.33)_BBRSI-UC_SUNPHARMA",45.9
8451,"dfs_day_(1, 0.33)_MA_SUNPHARMA",42.86
8452,"dfs_day_(1, 0.33)_MARSI-C_SUNPHARMA",33.33
8453,"dfs_day_(1, 0.33)_MARSI-UC1_SUNPHARMA",100.0
8454,"dfs_day_(1, 0.33)_MARSI-UC2_SUNPHARMA",50.0
8455,"dfs_day_(1, 0.33)_RSI_SUNPHARMA",46.51
8456,"dfs_day_(15, 5)_BB_SUNPHARMA",30.56
8457,"dfs_day_(15, 5)_BBRSI_SUNPHARMA",35.0
8458,"dfs_day_(15, 5)_BBRSI-UC_SUNPHARMA",29.03
8459,"dfs_day_(15, 5)_MA_SUNPHARMA",26.67
8460,"dfs_day_(15, 5)_MARSI-C_SUNPHARMA",66.67
8461,"dfs_day_(15, 5)_MARSI-UC1_SUNPHARMA",100.0
8462,"dfs_day_(15, 5)_MARSI-UC2_SUNPHARMA",33.33
8463,"dfs_day_(15, 5)_RSI_SUNPHARMA",35.29
8464,"dfs_day_(3, 1)_BB_SUNPHARMA",42.62
8465,"dfs_day_(3, 1)_BBRSI_SUNPHARMA",43.75
8466,"dfs_day_(3, 1)_BBRSI-UC_SUNPHARMA",44.64
8467,"dfs_day_(3, 1)_MA_SUNPHARMA",42.86
8468,"dfs_day_(3, 1)_MARSI-C_SUNPHARMA",0.0
8469,"dfs_day_(3, 1)_MARSI-UC1_SUNPHARMA",100.0
8470,"dfs_day_(3, 1)_MARSI-UC2_SUNPHARMA",55.56
8471,"dfs_day_(3, 1)_RSI_SUNPHARMA",42.65
8472,"dfs_day_(30, 10)_BB_SUNPHARMA",18.18
8473,"dfs_day_(30, 10)_BBRSI_SUNPHARMA",10.0
8474,"dfs_day_(30, 10)_BBRSI-UC_SUNPHARMA",23.08
8475,"dfs_day_(30, 10)_MA_SUNPHARMA",20.0
8476,"dfs_day_(30, 10)_MARSI-C_SUNPHARMA",66.67
8477,"dfs_day_(30, 10)_MARSI-UC1_SUNPHARMA",100.0
8478,"dfs_day_(30, 10)_MARSI-UC2_SUNPHARMA",40.0
8479,"dfs_day_(30, 10)_RSI_SUNPHARMA",23.08
8480,"dfs_hour_(1, 0.33)_BB_SUNPHARMA",36.91
8481,"dfs_hour_(1, 0.33)_BBRSI_SUNPHARMA",39.92
8482,"dfs_hour_(1, 0.33)_BBRSI-UC_SUNPHARMA",36.21
8483,"dfs_hour_(1, 0.33)_MA_SUNPHARMA",37.65
8484,"dfs_hour_(1, 0.33)_MARSI-C_SUNPHARMA",45.45
8485,"dfs_hour_(1, 0.33)_MARSI-UC1_SUNPHARMA",35.71
8486,"dfs_hour_(1, 0.33)_MARSI-UC2_SUNPHARMA",38.78
8487,"dfs_hour_(1, 0.33)_RSI_SUNPHARMA",34.07
8488,"dfs_hour_(15, 5)_BB_SUNPHARMA",26.76
8489,"dfs_hour_(15, 5)_BBRSI_SUNPHARMA",25.81
8490,"dfs_hour_(15, 5)_BBRSI-UC_SUNPHARMA",27.4
8491,"dfs_hour_(15, 5)_MA_SUNPHARMA",25.0
8492,"dfs_hour_(15, 5)_MARSI-C_SUNPHARMA",18.18
8493,"dfs_hour_(15, 5)_MARSI-UC1_SUNPHARMA",36.36
8494,"dfs_hour_(15, 5)_MARSI-UC2_SUNPHARMA",24.0
8495,"dfs_hour_(15, 5)_RSI_SUNPHARMA",28.77
8496,"dfs_hour_(3, 1)_BB_SUNPHARMA",34.88
8497,"dfs_hour_(3, 1)_BBRSI_SUNPHARMA",34.0
8498,"dfs_hour_(3, 1)_BBRSI-UC_SUNPHARMA",34.56
8499,"dfs_hour_(3, 1)_MA_SUNPHARMA",33.11
8500,"dfs_hour_(3, 1)_MARSI-C_SUNPHARMA",54.55
8501,"dfs_hour_(3, 1)_MARSI-UC1_SUNPHARMA",42.86
8502,"dfs_hour_(3, 1)_MARSI-UC2_SUNPHARMA",36.36
8503,"dfs_hour_(3, 1)_RSI_SUNPHARMA",32.06
8504,"dfs_hour_(30, 10)_BB_SUNPHARMA",23.53
8505,"dfs_hour_(30, 10)_BBRSI_SUNPHARMA",18.75
8506,"dfs_hour_(30, 10)_BBRSI-UC_SUNPHARMA",25.0
8507,"dfs_hour_(30, 10)_MA_SUNPHARMA",18.75
8508,"dfs_hour_(30, 10)_MARSI-C_SUNPHARMA",11.11
8509,"dfs_hour_(30, 10)_MARSI-UC1_SUNPHARMA",20.0
8510,"dfs_hour_(30, 10)_MARSI-UC2_SUNPHARMA",11.76
8511,"dfs_hour_(30, 10)_RSI_SUNPHARMA",27.78
8512,"dfs_38minute_(1, 0.33)_BB_SUNPHARMA",31.63
8513,"dfs_38minute_(1, 0.33)_BBRSI_SUNPHARMA",34.04
8514,"dfs_38minute_(1, 0.33)_BBRSI-UC_SUNPHARMA",32.37
8515,"dfs_38minute_(1, 0.33)_MA_SUNPHARMA",29.91
8516,"dfs_38minute_(1, 0.33)_MARSI-C_SUNPHARMA",34.78
8517,"dfs_38minute_(1, 0.33)_MARSI-UC1_SUNPHARMA",42.86
8518,"dfs_38minute_(1, 0.33)_MARSI-UC2_SUNPHARMA",38.71
8519,"dfs_38minute_(1, 0.33)_RSI_SUNPHARMA",34.61
8520,"dfs_38minute_(15, 5)_BB_SUNPHARMA",29.85
8521,"dfs_38minute_(15, 5)_BBRSI_SUNPHARMA",30.16
8522,"dfs_38minute_(15, 5)_BBRSI-UC_SUNPHARMA",29.85
8523,"dfs_38minute_(15, 5)_MA_SUNPHARMA",30.77
8524,"dfs_38minute_(15, 5)_MARSI-C_SUNPHARMA",29.41
8525,"dfs_38minute_(15, 5)_MARSI-UC1_SUNPHARMA",29.41
8526,"dfs_38minute_(15, 5)_MARSI-UC2_SUNPHARMA",25.0
8527,"dfs_38minute_(15, 5)_RSI_SUNPHARMA",28.36
8528,"dfs_38minute_(3, 1)_BB_SUNPHARMA",30.73
8529,"dfs_38minute_(3, 1)_BBRSI_SUNPHARMA",32.31
8530,"dfs_38minute_(3, 1)_BBRSI-UC_SUNPHARMA",30.84
8531,"dfs_38minute_(3, 1)_MA_SUNPHARMA",32.64
8532,"dfs_38minute_(3, 1)_MARSI-C_SUNPHARMA",36.36
8533,"dfs_38minute_(3, 1)_MARSI-UC1_SUNPHARMA",36.0
8534,"dfs_38minute_(3, 1)_MARSI-UC2_SUNPHARMA",34.62
8535,"dfs_38minute_(3, 1)_RSI_SUNPHARMA",30.62
8536,"dfs_38minute_(30, 10)_BB_SUNPHARMA",20.0
8537,"dfs_38minute_(30, 10)_BBRSI_SUNPHARMA",20.0
8538,"dfs_38minute_(30, 10)_BBRSI-UC_SUNPHARMA",20.0
8539,"dfs_38minute_(30, 10)_MA_SUNPHARMA",26.32
8540,"dfs_38minute_(30, 10)_MARSI-C_SUNPHARMA",16.67
8541,"dfs_38minute_(30, 10)_MARSI-UC1_SUNPHARMA",20.0
8542,"dfs_38minute_(30, 10)_MARSI-UC2_SUNPHARMA",20.0
8543,"dfs_38minute_(30, 10)_RSI_SUNPHARMA",23.53
8544,"dfs_day_(1, 0.33)_BB_TATACONSUM",43.33
8545,"dfs_day_(1, 0.33)_BBRSI_TATACONSUM",45.16
8546,"dfs_day_(1, 0.33)_BBRSI-UC_TATACONSUM",45.28
8547,"dfs_day_(1, 0.33)_MA_TATACONSUM",33.33
8548,"dfs_day_(1, 0.33)_MARSI-C_TATACONSUM",0.0
8549,"dfs_day_(1, 0.33)_MARSI-UC1_TATACONSUM",0.0
8550,"dfs_day_(1, 0.33)_MARSI-UC2_TATACONSUM",33.33
8551,"dfs_day_(1, 0.33)_RSI_TATACONSUM",45.68
8552,"dfs_day_(15, 5)_BB_TATACONSUM",37.5
8553,"dfs_day_(15, 5)_BBRSI_TATACONSUM",33.33
8554,"dfs_day_(15, 5)_BBRSI-UC_TATACONSUM",36.67
8555,"dfs_day_(15, 5)_MA_TATACONSUM",50.0
8556,"dfs_day_(15, 5)_MARSI-C_TATACONSUM",0.0
8557,"dfs_day_(15, 5)_MARSI-UC1_TATACONSUM",0.0
8558,"dfs_day_(15, 5)_MARSI-UC2_TATACONSUM",50.0
8559,"dfs_day_(15, 5)_RSI_TATACONSUM",33.33
8560,"dfs_day_(3, 1)_BB_TATACONSUM",43.64
8561,"dfs_day_(3, 1)_BBRSI_TATACONSUM",56.67
8562,"dfs_day_(3, 1)_BBRSI-UC_TATACONSUM",46.94
8563,"dfs_day_(3, 1)_MA_TATACONSUM",28.57
8564,"dfs_day_(3, 1)_MARSI-C_TATACONSUM",0.0
8565,"dfs_day_(3, 1)_MARSI-UC1_TATACONSUM",0.0
8566,"dfs_day_(3, 1)_MARSI-UC2_TATACONSUM",0.0
8567,"dfs_day_(3, 1)_RSI_TATACONSUM",43.55
8568,"dfs_day_(30, 10)_BB_TATACONSUM",41.18
8569,"dfs_day_(30, 10)_BBRSI_TATACONSUM",42.86
8570,"dfs_day_(30, 10)_BBRSI-UC_TATACONSUM",41.18
8571,"dfs_day_(30, 10)_MA_TATACONSUM",55.56
8572,"dfs_day_(30, 10)_MARSI-C_TATACONSUM",0.0
8573,"dfs_day_(30, 10)_MARSI-UC1_TATACONSUM",0.0
8574,"dfs_day_(30, 10)_MARSI-UC2_TATACONSUM",50.0
8575,"dfs_day_(30, 10)_RSI_TATACONSUM",41.18
8576,"dfs_hour_(1, 0.33)_BB_TATACONSUM",40.92
8577,"dfs_hour_(1, 0.33)_BBRSI_TATACONSUM",42.34
8578,"dfs_hour_(1, 0.33)_BBRSI-UC_TATACONSUM",41.16
8579,"dfs_hour_(1, 0.33)_MA_TATACONSUM",35.09
8580,"dfs_hour_(1, 0.33)_MARSI-C_TATACONSUM",53.33
8581,"dfs_hour_(1, 0.33)_MARSI-UC1_TATACONSUM",31.25
8582,"dfs_hour_(1, 0.33)_MARSI-UC2_TATACONSUM",33.33
8583,"dfs_hour_(1, 0.33)_RSI_TATACONSUM",40.03
8584,"dfs_hour_(15, 5)_BB_TATACONSUM",38.81
8585,"dfs_hour_(15, 5)_BBRSI_TATACONSUM",38.33
8586,"dfs_hour_(15, 5)_BBRSI-UC_TATACONSUM",38.81
8587,"dfs_hour_(15, 5)_MA_TATACONSUM",40.82
8588,"dfs_hour_(15, 5)_MARSI-C_TATACONSUM",50.0
8589,"dfs_hour_(15, 5)_MARSI-UC1_TATACONSUM",41.67
8590,"dfs_hour_(15, 5)_MARSI-UC2_TATACONSUM",33.33
8591,"dfs_hour_(15, 5)_RSI_TATACONSUM",36.36
8592,"dfs_hour_(3, 1)_BB_TATACONSUM",35.34
8593,"dfs_hour_(3, 1)_BBRSI_TATACONSUM",34.33
8594,"dfs_hour_(3, 1)_BBRSI-UC_TATACONSUM",34.89
8595,"dfs_hour_(3, 1)_MA_TATACONSUM",30.92
8596,"dfs_hour_(3, 1)_MARSI-C_TATACONSUM",28.57
8597,"dfs_hour_(3, 1)_MARSI-UC1_TATACONSUM",20.0
8598,"dfs_hour_(3, 1)_MARSI-UC2_TATACONSUM",25.0
8599,"dfs_hour_(3, 1)_RSI_TATACONSUM",34.4
8600,"dfs_hour_(30, 10)_BB_TATACONSUM",46.15
8601,"dfs_hour_(30, 10)_BBRSI_TATACONSUM",47.83
8602,"dfs_hour_(30, 10)_BBRSI-UC_TATACONSUM",46.15
8603,"dfs_hour_(30, 10)_MA_TATACONSUM",41.67
8604,"dfs_hour_(30, 10)_MARSI-C_TATACONSUM",62.5
8605,"dfs_hour_(30, 10)_MARSI-UC1_TATACONSUM",60.0
